FID,OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUND,DATAQUALIT,FLAGS,SegStatus,CreateDate,Creator,ModifiedDa,ID,STUDY_TITL,COMPKEY_1,UNIT_ID_UN,DIR_FLOW,LANE,DAYS,Min_NORM_A,Max_NORM_A,Ave_NORM_A,Shape_Leng,ADJUST,Shape__Length
135,221,"18046,18047",NE PACIFIC ST,1323,N,,0,0,25500,0,25500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,1488.54735639, ,1488.54735639144
136,222,15795,N 65TH ST,1641,N,,0,0,6500,0,6500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,235.059698494, ,235.059698494466
137,223,"7252,7262,7263",5TH AVE N,1102,N,1/6/2015 12:00:00 AM,0,0,14827,7171,14800,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1332.67360054, ,1332.67360053855
138,224,13318,VIRGINIA ST,991,Y,4/11/2018 12:00:00 AM,595,683,7731,7330,7900,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,321.910933267, ,321.910933276825
139,226,"6323,6324,6325,6322",40TH AVE NE,1697,N,11/18/2015 12:00:00 AM,0,0,6690,6195,6700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1324.2206956, ,1324.22069559834
140,227,"5464,5463,5462,5469,5467,5466,5468,5465",35TH AVE SW,203,N,11/9/2015 12:00:00 AM,0,0,19934,19104,19900,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,3990.87363611, ,3990.87363611401
141,228,"10386,10385,606535",FAUNTLEROY WAY SW,314,N,11/8/2017 12:00:00 AM,1783,2218,29651,29174,19700,Study, , ,, ,,0, ,0, , , ,0,0,0,0,844.006861603, ,844.006861599489
142,229,9978,DELRIDGE WAY SW,182,N,5/21/2015 12:00:00 AM,0,0,35909,33928,35900,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,504.310600713, ,504.310600713357
143,230,"14954,14955,273776,14952,14953",E YESLER WAY,591,N,,0,0,6700,0,6700,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,1048.65977685, ,1048.65977686568
144,232,"12534,12541,12532,12538,12531,12536,12537,12539,12533,337245,12540,12535",RENTON AVE S,65,N,1/26/2015 12:00:00 AM,0,0,7353,7241,7400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,4518.51549861, ,4518.515498614
145,233,"11776,11778,275085,11777,11779,274457","MERCER ST,FAIRVIEW AVE N",1120,N,5/29/2014 12:00:00 AM,0,0,2711,2505,2700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1515.24911249, ,1515.24911248698
146,236,"10220,10219,10221",ELLIOTT AVE W,1989,N,6/20/2018 12:00:00 AM,4001,4350,61388,58539,32400,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,2366.28847677, ,2366.2884767572
147,237,"2001,2002,2000,1998,1999","15TH AVE E,15TH AVE",1080,N,1/5/2015 12:00:00 AM,0,0,7770,0,7800,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1707.25615615, ,1707.25615614897
148,238,"2114,2115,2117,2113,2116,2112",15TH AVE NW,1754,N,11/16/2015 12:00:00 AM,0,0,33110,31663,33100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,4013.22038476, ,4013.22038476499
149,239,6229,4TH AVE S,565,N,10/1/2021 12:00:00 AM,0,0,13600,12451,13600,Study(Normalized21),Sensys, ,, ,,0, ,0, , , ,0,0,0,0,282.619580342, ,282.619580341436
150,244,14935,E YESLER WAY,599,N,,0,0,9000,0,9000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,256.888139817, ,256.888139816801
151,245,11165,LAKE CITY WAY NE,1854,N,7/25/2017 12:00:00 AM,2124,2461,32238,29766,37000,Estimate,WSDOTSR522, ,, ,,0, ,0, , , ,0,0,0,0,760.367167418, ,760.367167418709
152,246,11972,15TH AVE W OFF RP,1344,N,,0,0,3000,0,3000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,187.725351896, ,187.725351892707
153,248,20488,S JACKSON ST,564,B,3/11/2015 12:00:00 AM,0,0,11325,11270,11300,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,322.332949523, ,322.332949538382
154,251,"19702,19701,19700,19703",S COLUMBIAN WAY,295,N,10/3/2017 12:00:00 AM,1129,1268,14897,14094,14900,Study, , ,, ,,0, ,0, , , ,0,0,0,0,1921.35796798, ,1921.35796797081
155,252,9553,CALIFORNIA AVE SW,318,N,12/12/2017 12:00:00 AM,707,788,9976,9639,10000,Study, , ,, ,,0, ,0, , , ,0,0,0,0,658.458465441, ,658.458465441273
156,253,"16939,16940,16938",NE 50TH ST,1499,N,5/31/2018 12:00:00 AM,507,804,9078,8729,8300,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,731.640029551, ,731.640029565966
157,254,"9051,2211","BALLARD BR OFF RP,15TH AVE NW",1492,N,8/2/2018 12:00:00 AM,409,621,6918,6729,6900,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,486.753801788, ,486.753801774449
158,255,"4459,4458,4457,4460",3RD AVE NW,1644,N,6/22/2015 12:00:00 AM,0,0,7075,6673,7100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2400.20615771, ,2400.20615770489
159,256,7232,5TH AVE,772,Y,6/15/2018 12:00:00 AM,1143,1062,17676,16763,17300,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,305.957771654, ,305.957771653854
160,257,"15904,15907,15906,15905,15908,15909,15910,15911,15903",N 80TH ST,1739,N,12/2/2015 12:00:00 AM,0,0,23918,22956,23900,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1534.63839998, ,1534.63839998446
161,259,"20115,20110,20112,20113,20114,20111",S GRAHAM ST,226,N,4/1/2015 12:00:00 AM,0,0,8954,8904,9000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1907.73914851, ,1907.7391484897
162,260,12360,RAINIER AVE S,472,N,8/21/2017 12:00:00 AM,2231,2613,37707,0,37700,Study, , ,, ,,0, ,0, , , ,0,0,0,0,209.700656765, ,209.700656757985
163,261,13726,W SEATTLE BR WB-CHEL RP,6,N,4/14/2014 12:00:00 AM,0,0,2013,1670,2000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,289.902360711, ,289.902360713354
164,262,"9333,9334",BOREN AVE S,582,N,10/4/2017 12:00:00 AM,1293,1412,17916,16251,17900,Study, , ,, ,,0, ,0, , , ,0,0,0,0,932.419106729, ,932.41910672881
165,263,"8987,8985,8989,8988,8986",AURORA AVE N,1860,N,10/1/2018 12:00:00 AM,0,0,33032,31640,29000,Estimate,WSDOTSR99, ,, ,,0, ,0, , , ,0,0,0,0,2651.28985824,WSDOTSR99,2651.28985824376
166,264,"16679,16678,166205",NE 145TH ST,1928,N,10/13/2018 12:00:00 AM,2235,2370,33664,32896,30000,Estimate,WSDOTSR523, ,, ,,0, ,0, , , ,0,0,0,0,1328.01916882, ,1328.01916880086
167,265,15122,N 122ND ST,1867,N,9/24/2014 12:00:00 AM,0,0,4660,4069,4700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,781.635202356, ,781.635202356191
168,266,"12396,12397,12395,12394",RAINIER AVE S,253,N,6/2/2015 12:00:00 AM,0,0,22518,0,22500,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1946.95898005, ,1946.95898005352
169,267,"11508,11502,11504,11507,11509,11503,163714,11505,11506",M L KING JR WAY S,552,N,3/9/2015 12:00:00 AM,0,0,15426,14480,15400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,4014.67755388, ,4014.67755388437
170,268,7987,6TH AVE S,542,N,6/18/2018 12:00:00 AM,355,125,1954,1936,1900,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,257.756897678, ,257.756897677949
171,276,11772,MERCER ST,1127,N,10/1/2021 12:00:00 AM,0,0,49646,47695,49600,Study(Normalized21),Sensys, ,, ,,0, ,0, , , ,0,0,0,0,321.873284522, ,321.873284521777
172,277,16848,NE 45TH ST,1450,N,9/27/2017 12:00:00 AM,1851,1948,30811,29934,30800,Study, , ,, ,,0, ,0, , , ,0,0,0,0,261.031891753, ,261.031891767443
173,280,"23587,23586,23585,23580,23581","W MERCER ST,W MERCER PL",1186,N,,0,0,11000,0,11000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,2170.7333617, ,2170.73336169862
174,281,"3554,3550,3555,3556,3549,3552,3553,3551,14516","24TH AVE E,EAST MONTLAKE PL E",1257,N,,0,0,21000,0,21000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,3002.18243695, ,3002.18243695368
175,282,"15162,15164,15163",N 130TH ST,1905,N,6/18/2015 12:00:00 AM,0,0,20800,19596,20800,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2656.52052614, ,2656.52052614468
176,283,"6139,6138,6140",4TH AVE,988,Y,3/3/2015 12:00:00 AM,0,0,13632,12735,13600,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1278.25870715, ,1278.25870715452
177,284,"167265,167266,167338,167339",BEACON AVE S,255,N,4/10/2018 12:00:00 AM,491,410,5606,5439,11000,Study(Normalized18),Combined, ,, ,,0, ,0, , , ,0,0,0,0,1728.97319971, ,1728.973199706
178,288,"11164,11163",LAKE CITY WAY NE,1837,N,10/20/2018 12:00:00 AM,1347,3083,27506,25860,37000,Study(Normalized18),WSDOTSR522, ,, ,,0, ,0, , , ,0,0,0,0,1420.20382815, ,1420.20382815481
179,290,17895,NE 95TH ST,1806,N,,0,0,10000,0,10000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,141.831805394, ,141.831805409156
180,291,"12855,12854",SPOKANE ST - W SEA B RP,393,N,4/3/2015 12:00:00 AM,0,0,7636,6158,0,Study - 13-15,WSB, ,, ,,0, ,0, , , ,0,0,0,0,1022.57680406, ,1022.57680406002
181,293,"6312,6310,6313,6311",40TH AVE NE,1546,N,10/22/2015 12:00:00 AM,0,0,4445,4080,4400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1999.76503729, ,1999.76503728634
182,294,"11456,11458,11457,11459,11460,11453,11455",LINDEN AVE N,1913,N,6/19/2014 12:00:00 AM,0,0,4443,4189,4400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,3985.46295905, ,3985.46295904563
183,295,21868,SW BRACE POINT DR,87,N,10/23/2015 12:00:00 AM,0,0,1141,1092,1100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,357.224636922, ,357.224636908273
184,296,"1234,1233",1ST AVE S,38,N,6/7/2018 12:00:00 AM,459,445,5772,5329,5600,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,2952.37484176, ,2952.37484177229
185,297,12218,PINE ST,844,Y,12/1/2015 12:00:00 AM,0,0,8717,8666,8700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,322.141724596, ,322.141724608482
186,298,"9547,9543,9545,9546,9544",CALIFORNIA AVE SW,425,N,2/14/2018 12:00:00 AM,1007,1370,15261,14370,15300,Study, , ,, ,,0, ,0, , , ,0,0,0,0,1982.4572974, ,1982.45729740201
187,299,6141,4TH AVE,1001,Y,2/5/2018 12:00:00 AM,285,293,3505,3344,3500,Study, , ,, ,,0, ,0, , , ,0,0,0,0,306.504026262, ,306.504026261993
188,300,"8526,8525",9TH AVE,1023,Y,3/5/2014 12:00:00 AM,0,0,4031,3566,4000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,830.913525586, ,830.913525582186
189,301,"5326,5327,5324,5325",34TH AVE W,1360,N,7/30/2015 12:00:00 AM,0,0,4664,4518,4700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2638.64275672, ,2638.64275672336
190,302,"9436,9435",BROADWAY,707,N,,0,0,9500,0,9500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,613.486319757, ,613.486319756952
191,303,17988,NE CAMPUS PKWY,1392,N,6/15/2018 12:00:00 AM,195,227,2715,2496,2600,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,285.00609965, ,285.006099650058
192,304,"18019,18021,18022,18023,18020",NE NORTHGATE WAY,1851,N,,0,0,17500,0,17500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,2193.81862301, ,2193.8186230105
193,305,"17044,17043,17050,17049,17048,17045,17046,17041,17042,17047",NE 55TH ST,1550,N,10/22/2015 12:00:00 AM,0,0,7290,7268,7300,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2568.9448254, ,2568.94482541078
194,306,13646,WOODLAND PL N,1661,N,6/27/2018 12:00:00 AM,422,781,6897,6354,6700,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,341.039374118, ,341.039374114557
195,307,2029,15TH AVE NE,1384,N,8/31/2017 12:00:00 AM,530,908,8502,7532,8500,Study, , ,, ,,0, ,0, , , ,0,0,0,0,231.722762566, ,231.722762566426
196,308,"16750,16749",NE 40TH ST,1389,N,10/21/2014 12:00:00 AM,0,0,12006,11197,12000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,508.664772877, ,508.664772877181
197,309,1851,14TH AVE,909,N,,0,0,6000,0,6000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,82.8890156816, ,82.8890156816379
198,313,4373,3RD AVE,625,Y,8/24/2017 12:00:00 AM,488,435,6263,6066,6300,Study, , ,, ,,0, ,0, , , ,0,0,0,0,479.291375475, ,479.291375472092
199,316,"12390,12384,12387,12393,12386,12385,12392,12388,12389,12391,337807",RAINIER AVE S,289,N,10/7/2015 12:00:00 AM,0,0,24614,23326,24600,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,4294.80876036, ,4294.80876034949
200,317,"21801,22644,10127","SW AUSTIN ST,SW ORCHARD ST,DUMAR WAY SW",183,N,9/16/2015 12:00:00 AM,0,0,7790,7347,7800,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2343.00046364, ,2343.0004636416
201,318,"5497,5493,5499,5495,5498,5494,5500,5496,11657,11656,11653,11654,11655","35TH AVE SW,MARINE VIEW DR SW",48,N,2/19/2014 12:00:00 AM,0,0,1817,1756,1800,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,6697.99907633, ,6697.99907633593
202,319,"4558,4559,4562,4561,4563,4560",3RD AVE W,1275,N,,0,0,6500,0,6500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,2263.58717289, ,2263.58717288603
203,320,"8920,8921,8924,8925,8927,8928,8922,8929,8926,8923",AURORA AVE N,1978,N,,0,0,58000,0,39500,Estimate,WSDOTSR99, ,, ,,0, ,0, , , ,0,0,0,0,3361.55513507,WSDOTSR99,3361.55513506882
204,321,16840,NE 45TH ST,1457,N,12/14/2017 12:00:00 AM,1403,1539,23009,22854,23000,Study, , ,, ,,0, ,0, , , ,0,0,0,0,263.984573889, ,263.984573873995
205,322,"167624,167594,167428,167611,167427,167625,167613,167595,167612",BEACON AVE S,216,N,10/16/2017 12:00:00 AM,595,703,7886,7263,7900,Study,Combined, ,, ,,0, ,0, , , ,0,0,0,0,2982.41970152, ,2982.41970151386
206,323,"23164,23166,23170,23168,23163,23165,23167,23169,6403,3217,3218","W COMMODORE WAY,40TH AVE W,21ST AVE W",1536,N,2/20/2014 12:00:00 AM,0,0,6292,5150,6300,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,8832.82788068, ,8832.82788068207
207,326,"11143,11141,11140,11142,12624","LAKE CITY WAY NE,ROOSEVELT WAY NE",1715,N,3/23/2018 12:00:00 AM,348,307,3975,3830,3900,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,1466.39895694, ,1466.39895693949
208,327,1852,14TH AVE,954,N,5/8/2018 12:00:00 AM,363,414,5131,5070,4700,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,423.098274317, ,423.098274317198
209,328,8654,AIRPORT WAY S,531,N,10/3/2017 12:00:00 AM,1133,1159,12222,11705,12200,Study, , ,, ,,0, ,0, , , ,0,0,0,0,350.383437841, ,350.383437840561
210,332,1737,13TH AVE,884,N,10/30/2018 12:00:00 AM,504,269,4151,4021,4200,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,163.003518472, ,163.003518472361
211,335,20209,S HARDY ST,222,N,12/11/2017 12:00:00 AM,434,424,4581,3973,4600,Study, , ,, ,,0, ,0, , , ,0,0,0,0,275.402657657, ,275.402657644752
212,337,12205,PIKE ST,877,Y,3/5/2015 12:00:00 AM,0,0,12115,11883,12100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,322.022568996, ,322.022568995639
213,339,"20501,20500,510318",S JACKSON ST,557,N,5/8/2015 12:00:00 AM,0,0,9157,8697,9200,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1017.39616162, ,1017.39616162496
214,340,504367,NE 103RD ST,1823,N,10/17/2017 12:00:00 AM,678,930,9908,9760,9900,Study, , ,, ,,0, ,0, , , ,0,0,0,0,663.07772116, ,663.077721160343
215,341,16923,NE 50TH ST,1518,N,,0,0,27000,0,27000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,136.48149654, ,136.481496539696
216,342,"18011,18010,18012",NE NORTHGATE WAY,1847,N,,0,0,30000,0,30000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,1319.40484998, ,1319.40484998337
217,343,2756,2ND AVE,766,Y,8/5/2015 12:00:00 AM,0,0,20059,18924,20100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,425.977233223, ,425.977233222766
218,344,2202,15TH AV W NB ON RP,1984,N,6/26/2018 12:00:00 AM,583,687,8719,8233,8500,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,694.405661156, ,694.40566115507
219,345,1237,1ST AVE S,2029,N,5/1/2018 12:00:00 AM,2682,3060,39474,37471,36300,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,335.49908683, ,335.499086830216
220,346,16731,NE 40TH ST,1375,N,,0,0,17500,0,17500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,185.954341497, ,185.954341497411
221,348,6129,4TH AVE,785,Y,,0,0,19500,0,19500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,426.045930055, ,426.045930055327
222,349,"11280,11278,11279",LAKEVIEW BLVD E,1229,N,7/9/2015 12:00:00 AM,0,0,14891,13855,14900,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2626.56760553, ,2626.5676055216
223,350,"10689,10690,10688,10692,10691,10687",GREEN LAKE WAY N,1522,N,8/20/2014 12:00:00 AM,0,0,23672,22654,23700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1796.55009423, ,1796.55009424344
224,353,"23426,23425",W HARRISON ST,1109,N,6/20/2018 12:00:00 AM,367,359,4383,4143,4300,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,505.334413274, ,505.334413259532
225,354,"5359,5360",35TH AVE NE,1673,N,11/3/2015 12:00:00 AM,0,0,13386,12722,13400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1325.12959617, ,1325.12959616991
226,355,16513,NE 125TH SR ST,1880,N,,0,0,9400,0,9400,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,121.878884201, ,121.878884200873
227,357,14408,EAST MARGINAL WAY S,202,N,5/6/2015 12:00:00 AM,0,0,10717,8830,10700,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,551.308382329, ,551.30838232849
228,358,18048,NE PACIFIC ST,1307,N,,0,0,21500,0,21500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,508.017919656, ,508.017919666066
229,359,"10218,10216,10217",ELLIOTT AVE W,1181,N,9/14/2015 12:00:00 AM,0,0,43626,41329,28600,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2140.17563832, ,2140.17563833301
230,361,"14407,14406",EAST MARGINAL WAY S,233,N,8/20/2015 12:00:00 AM,0,0,10494,8733,10500,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1127.69399479, ,1127.69399478425
231,362,9050,15TH AVE NW,1494,N,,0,0,32000,0,32000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,983.719538863, ,983.719538862555
232,365,11910,MONTLAKE BLVD NE,1312,N,,0,0,39500,0,38000,Estimate,WSDOTSR513, ,, ,,0, ,0, , , ,0,0,0,0,785.029915719, ,785.029915722874
233,367,"16101,16102,336875,19214,19216,19213,19215,15557","N MARKET ST,NW MARKET ST,N 46TH ST",1535,N,9/2/2015 12:00:00 AM,0,0,24100,22896,24100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2604.42545724, ,2604.42545725034
234,368,1589,12TH AVE NE,1708,N,11/17/2015 12:00:00 AM,0,0,9078,8421,9100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,567.577182176, ,567.577182176472
235,370,12359,RAINIER AVE S,477,N,9/20/2017 12:00:00 AM,1503,1944,26098,24253,26100,Study, , ,, ,,0, ,0, , , ,0,0,0,0,367.564564975, ,367.564564982001
236,371,12429,RAINIER AVE S,82,N,,0,0,21000,0,21000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,300.150727806, ,300.150727805586
237,375,11767,MERCER ST,1132,N,,0,0,28000,0,28000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,321.754627841, ,321.754627826234
238,376,"10173,10174,10172,10176,10171,10175",EASTLAKE AVE E,1965,N,11/4/2015 12:00:00 AM,0,0,15785,14063,15800,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2768.80665836, ,2768.80665835743
239,377,12960,STONE WAY N,1378,N,1/18/2018 12:00:00 AM,1548,1704,20898,19713,20900,Study, , ,, ,,0, ,0, , , ,0,0,0,0,262.923317451, ,262.923317451707
240,378,12598,ROOSEVELT WAY NE,1449,N,1/20/2015 12:00:00 AM,0,0,14119,12817,14100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,531.597457289, ,531.597457284731
241,380,"22903,22902,22899,22900,22901",SW THISTLE ST,136,N,2/19/2014 12:00:00 AM,0,0,6002,5772,6000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1993.33299876, ,1993.33299877236
242,385,18619,NW 65TH ST,1652,N,1/8/2014 12:00:00 AM,0,0,13640,12998,13600,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,692.29010197, ,692.290101955225
243,390,14725,E ROANOKE ST,1264,N,4/12/2018 12:00:00 AM,1434,1242,17684,16708,18100,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,326.345401624, ,326.34540162436
244,391,"5375,5377,5380,5370,5379,5378,5369,5372,5374,5376,5371,5373",35TH AVE NE,1801,N,1/7/2014 12:00:00 AM,0,0,16123,14922,16100,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,2647.08717332, ,2647.08717332636
245,394,"486587,11552,486569,11553,11554,11557,11556,486588",M L KING JR WAY S,208,N,6/1/2018 12:00:00 AM,0,0,13592,13051,25100,Study(Normalized18),Combined, ,, ,,0, ,0, , , ,0,0,0,0,3456.60539537, ,3456.6053953727
246,395,"2145,2149,2146,2150,2147,2148",15TH AVE S,442,N,,0,0,12500,0,12500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,2554.93535759, ,2554.93535759445
247,396,"12225,12224",PINE ST,942,B,7/24/2018 12:00:00 AM,797,657,11307,10940,11000,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,552.467481285, ,552.467481273101
248,397,10003,DENNY WAY,1066,B,8/13/2014 12:00:00 AM,0,0,28240,28272,28200,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,352.710872773, ,352.710872772953
249,398,164885,SW ADMIRAL WAY,33,N,4/7/2015 12:00:00 AM,0,0,2867,2619,2900,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,874.753712924, ,874.753712909305
250,400,1011,1ST AVE,824,Y,7/30/2018 12:00:00 AM,1108,1377,17015,16548,16500,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,427.959618209, ,427.959618216696
251,401,"339395,164880,21715",ADMIRAL AVALON RP,2012,N,12/20/2017 12:00:00 AM,267,351,3979,3843,4000,Study, , ,, ,,0, ,0, , , ,0,0,0,0,370.405566556, ,370.405566564377
252,402,21753,SW ANDOVER ST,349,N,,0,0,1500,0,1500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,259.775886918, ,259.775886903076
253,403,8157,7TH AVE,830,Y,7/8/2015 12:00:00 AM,0,0,8598,7847,8600,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,425.495258283, ,425.495258282868
254,407,18045,NE PACIFIC ST,1335,N,7/31/2018 12:00:00 AM,1484,1406,17917,16576,17400,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,264.355383595, ,264.355383595009
255,409,1098,1ST AVE NE,1949,N,,0,0,39000,0,39000,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,662.582930559, ,662.582930559386
256,411,13203,UNIVERSITY ST,771,Y,7/16/2014 12:00:00 AM,0,0,8310,7693,8300,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,321.921397484, ,321.921397483943
257,412,8535,9TH AVE N,1187,N,,0,0,7800,0,7800,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,649.043684699, ,649.043684697629
258,414,7878,6TH AVE,768,Y,8/3/2018 12:00:00 AM,671,588,8048,7000,8100,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,306.056210164, ,306.056210156473
259,415,1188,1ST AVE S,572,N,3/12/2015 12:00:00 AM,0,0,11447,10781,11400,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,333.072779067, ,333.072779066819
260,416, ,15TH EMERSON RP,3,N,7/19/2018 12:00:00 AM,1847,1564,21181,20723,20500,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,809.376813618, ,809.376813612107
261,417, ,15TH AVE NW,1496,N,8/2/2018 12:00:00 AM,710,722,9970,9636,10000,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,484.633789135, ,484.633789136661
262,418,"18890,18896,18891,18892,18897,18893,18894,18889,18895",NW 80TH ST,1755,N,,0,0,10500,0,10500,Estimate, , ,, ,,0, ,0, , , ,0,0,0,0,2657.99537352, ,2657.99537350083
263,419,11158,LAKE CITY WAY NE,1805,N,7/25/2017 12:00:00 AM,2823,3260,42194,39046,34500,Estimate,WSDOTSR522, ,, ,,0, ,0, , , ,0,0,0,0,495.362444547, ,495.362444545112
264,420,"8512,8514,8515,8513",9TH AVE,764,Y,3/21/2018 12:00:00 AM,377,357,4537,3961,4400,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,1224.27029573, ,1224.27029573391
265,422,13223,UNIVERSITY WAY NE,1504,N,12/14/2017 12:00:00 AM,389,540,6648,6466,6600,Study, , ,, ,,0, ,0, , , ,0,0,0,0,659.87270644, ,659.87270643959
266,423,"13326,13324,13325",WEST SEATTLE BR EB,12,N,4/15/2013 12:00:00 AM,0,0,18976,17579,40000,Study - 13-15, , ,, ,,0, ,0, , , ,0,0,0,0,1660.06241087, ,1660.06241085246
267,426,14593,E PIKE ST,921,B,7/24/2018 12:00:00 AM,504,647,9404,9190,9100,Study(Normalized18), , ,, ,,0, ,0, , , ,0,0,0,0,259.514057065, ,259.51405707289
